images,label
46_JPG.rf.c302c2760b4faff03b6f380d1b3c13a9.jpg,Teratoma
47_JPG.rf.5cec0535b0638e17349eba5e442cea23.jpg,Teratoma
48_JPG.rf.4f4f6c3d522aa14b60cdeea68b3ed388.jpg,Teratoma
49_JPG.rf.f9feb77c540076cfcd5ddbdff45f4f73.jpg,Teratoma
50_JPG.rf.0ed7092aac1e68fa7b5ed489eaed2efd.jpg,Teratoma
51_JPG.rf.4cf93e8ea96abf3cbc22d472c28c2845.jpg,Teratoma
52_JPG.rf.d5626647af3fac27687d6d1e25c25dcc.jpg,Teratoma
53_JPG.rf.f05ae5cb277678899db14bb65d05c93c.jpg,Teratoma
54_JPG.rf.355deb21ebc2a3bc4666c1b3410271a0.jpg,Teratoma
55_JPG.rf.4bfe64f23151a155f221b7c5df51bfd3.jpg,Teratoma
56_JPG.rf.cfb09a6ece5e09ec66ff5d19db953655.jpg,Teratoma
57_JPG.rf.144ca7e5b01942576ce776d70789d3e1.jpg,Teratoma
66_JPG.rf.915468b75a61ecc131f96686c5151e25.jpg,Teratoma
67_JPG.rf.83209505a0981f0f8d4a6bec2fd5d97e.jpg,Teratoma
68_JPG.rf.4a42a321db48ebff7688e341ae630fdc.jpg,Teratoma
69_JPG.rf.9e682ddf2919dc68d914425f6a72ee23.jpg,Teratoma
70_JPG.rf.259ed4c77911c0d30d5de004096ae75a.jpg,Teratoma
71_JPG.rf.9ab4936e08061bc1458d4876675ce3e2.jpg,Chocolate cyst
72_JPG.rf.9065b9622c6fa1a5d277a72eea2adc82.jpg,Simple cyst
73_JPG.rf.e485f580ed82817b0c94285eee690cb9.jpg,Simple cyst
79_JPG.rf.4d14bbf2e1646fc1c050181c7b4c87d1.jpg,Chocolate cyst
80_JPG.rf.644bb7ed429fd6ffc08c084cf6a01cd7.jpg,Chocolate cyst
81_JPG.rf.1bd871c7c72dbc2d5aa3251d647a8f9d.jpg,Chocolate cyst
82_JPG.rf.1fefe649ea414cdce92f52fc58db4e76.jpg,Chocolate cyst
83_JPG.rf.59c7062c2ebecc55811365d2f810c108.jpg,Chocolate cyst
84_JPG.rf.968c74d7d30c1dc1983f83d1ee6ad1b0.jpg,Chocolate cyst
85_JPG.rf.c22606c5a75bdec6de36e4d6cc1081c4.jpg,Chocolate cyst
86_JPG.rf.d48c2dc94adc447a6c214d126beba424.jpg,Chocolate cyst
108_JPG.rf.03c6c987c61768e7c25476515b098265.jpg,Simple cyst
109_JPG.rf.cc71540ad0501d0134607bc3c635d03c.jpg,Simple cyst
110_JPG.rf.1a1aeecfa21e0ffe8558e5936d089d20.jpg,Simple cyst
125_JPG.rf.c165bf4dc2e7f0f501073e255e94e078.jpg,Teratoma
159_JPG.rf.0a37526026bcc5f5fc0e6d348bf62cf4.jpg,Chocolate cyst
160_JPG.rf.090a1c0cff1129343056643861103718.jpg,Chocolate cyst
161_JPG.rf.b043bbca87a77e91854bcabe71731db3.jpg,Chocolate cyst
162_JPG.rf.213c8870ea38eb180577a1707bc136a6.jpg,Chocolate cyst
163_JPG.rf.9cafd7204959cbb38736a36a32526e71.jpg,Chocolate cyst
164_JPG.rf.07a047619efc8e37cc31627d4730a058.jpg,Teratoma
166_JPG.rf.d29d5f64c53ff51908d35b00c5610c82.jpg,Teratoma
167_JPG.rf.921c5ef0651a174f7cb38a3b7fb0dbc3.jpg,Teratoma
168_JPG.rf.00d4c2b4362211275420bd828ae6a2b6.jpg,Teratoma
169_JPG.rf.0a4b0e01ce431e5b4379f6be878c747a.jpg,Teratoma
170_JPG.rf.8dfe3690114bc3cac9116c933f11d770.jpg,Teratoma
171_JPG.rf.ae981b752a3248bae60a1b6f2451e3c2.jpg,Teratoma
172_JPG.rf.d6bccbf276441304425eaf50331737b6.jpg,Teratoma
173_JPG.rf.98adaf1181a30f1f0e2a4f53cc9f3e85.jpg,Teratoma
174_JPG.rf.e1f054dbbf9d6b496f2f89e507c660a9.jpg,Teratoma
179_JPG.rf.129bb0930a9c09d52c09f19783112984.jpg,Simple cyst
180_JPG.rf.8e4b9a23f2b980f0bb5838beecb14ae5.jpg,Teratoma
181_JPG.rf.ac3f58f7f3847e094acfa888e07d76c0.jpg,Teratoma
182_JPG.rf.d22efb2117894e48c6acdb1a81bd24bf.jpg,Teratoma
183_JPG.rf.2e820e7e52c400ff806546ed20a14b38.jpg,Teratoma
188_JPG.rf.994cd86834fc221a2af7b3b7aa34c8ee.jpg,Chocolate cyst
189_JPG.rf.6285552b8cfb52cde2aad934f3dde53b.jpg,Chocolate cyst
190_JPG.rf.816d75d1354feb8b196549e5798c9844.jpg,Chocolate cyst
191_JPG.rf.7e92b7f52f220e18e10227890ba0323b.jpg,Chocolate cyst
192_JPG.rf.de59c2f33f91f1a962f5a68168ec698a.jpg,Chocolate cyst
194_JPG.rf.3240e6fe5bf483e00c91631ce8c3b405.jpg,Chocolate cyst
195_JPG.rf.95e7904e54004f53e5e6cc4650862a73.jpg,Chocolate cyst
196_JPG.rf.94c53799a06f13837a46eb90bfaa980c.jpg,Chocolate cyst
197_JPG.rf.084986da5e97b7d575207adf027af04d.jpg,Chocolate cyst
198_JPG.rf.0c16d477bd6f8ba7ca7f258395d082ff.jpg,Chocolate cyst
199_JPG.rf.72c102ffe03bfd288682d84730b0dcc7.jpg,Chocolate cyst
200_JPG.rf.d6a7203a20f915e883be62caa13a9354.jpg,Chocolate cyst
205_JPG.rf.6ea682688bcdc33a4a5598b55cae2e01.jpg,Chocolate cyst
206_JPG.rf.84d79ed31f0d6ef211fae56bcc1e54c0.jpg,Chocolate cyst
207_JPG.rf.8e16e87b17e68b5de4fee84b19000d79.jpg,Chocolate cyst
208_JPG.rf.5fb075d3106028c90cb4392d2d9d880e.jpg,Chocolate cyst
209_JPG.rf.a583114ba1de61b14624866cc23a756e.jpg,Chocolate cyst
218_JPG.rf.e729e4bc87adb893408c12d8cf93426e.jpg,Chocolate cyst
219_JPG.rf.6203cc8f7d3c08cc49a9d1b5c2ce6ed6.jpg,Chocolate cyst
220_JPG.rf.a83ce4f542cdeb85ac9ce302f0588c5f.jpg,Chocolate cyst
232_JPG.rf.f30a14e3f32fc2423ebbf476f0a108f3.jpg,Teratoma
233_JPG.rf.5efa68f3dd24263791ac07facafbc90e.jpg,Teratoma
234_JPG.rf.05c8ae4d9e1ee814127bce5c867611e5.jpg,Teratoma
235_JPG.rf.1308622e43d364f666cca99a59495ba9.jpg,Teratoma
236_JPG.rf.fd131df62c31f8b67d0639560a18d3f4.jpg,Teratoma
237_JPG.rf.932623f6767dfcb298157c1e9d2efede.jpg,Teratoma
238_JPG.rf.1b353102ca37cd8edb828854b2ec9048.jpg,Teratoma
239_JPG.rf.9a6aebf16433bee6eda314a701772aca.jpg,Chocolate cyst
240_JPG.rf.4ea09f0e920a4dfb44cf292ef25ec3c2.jpg,Chocolate cyst
241_JPG.rf.00a7696dd50292b65da35d1cdba94b9f.jpg,Chocolate cyst
259_JPG.rf.0b831024b45fb9a22d45658bd69b2063.jpg,Teratoma
260_JPG.rf.40d915eb2acfed2d13be2d0e1f76ecfc.jpg,Teratoma
261_JPG.rf.9bcb7828ef3c4373b66db33f8aa62344.jpg,Teratoma
262_JPG.rf.54f12ec2491afa878b50baedf74293bb.jpg,Teratoma
263_JPG.rf.56c3e338830f52b8355244eb77b3969a.jpg,Teratoma
264_JPG.rf.b662c7bca48ef0e686102b3070e05482.jpg,Teratoma
267_JPG.rf.d800a8a7bd57668e23ac238b224d92ab.jpg,Teratoma
268_JPG.rf.dea7fd77a8971691d5c6628053c8942e.jpg,Teratoma
269_JPG.rf.ff63c97b79a7061224e64adabdbe77d0.jpg,Teratoma
272_JPG.rf.f0100f11876916e140bc6e3a1f66af05.jpg,Teratoma
273_JPG.rf.403102f6bb6b2e0c04110b46e6b4b26a.jpg,Teratoma
286_JPG.rf.05cccb15f6182ebc2de93a74cfcd9831.jpg,Teratoma
287_JPG.rf.5ed6a638b6eadb3bc009f4ef8c44edbb.jpg,Teratoma
288_JPG.rf.6c8588c6bf46a2d1829cb09aca5a57b6.jpg,Teratoma
289_JPG.rf.6a313393bb84c554916bb7e9c1fecc60.jpg,Chocolate cyst
290_JPG.rf.530bcb4a8ae6de001c7e798132c9dba0.jpg,Chocolate cyst
291_JPG.rf.0bc00e4c49b7ed7de7f9f27e7e4183d4.jpg,Chocolate cyst
292_JPG.rf.db14d84489ee8b8837cda323e3d6f766.jpg,Chocolate cyst
293_JPG.rf.64c3f476b7eb413b1a38b288ce71622b.jpg,Chocolate cyst
294_JPG.rf.a5780b0aa870f5187b78ad886aa3762a.jpg,Chocolate cyst
295_JPG.rf.f0d69bd1f68df836a6261d53172937ed.jpg,Chocolate cyst
305_JPG.rf.3eb6b41c00510e36795cb802a6874d57.jpg,Teratoma
306_JPG.rf.6478d24721432851e67eaa524d62aa0b.jpg,Teratoma
307_JPG.rf.faec7eafcc15c0df09440112c15d5284.jpg,Teratoma
308_JPG.rf.90625245e70a1012bc89280aa2c256d0.jpg,Teratoma
309_JPG.rf.cc5fb78aaae29030017182002a932f71.jpg,Teratoma
310_JPG.rf.a2a64b7303744ac342eced964be24335.jpg,Teratoma
311_JPG.rf.ec82836769aa444b71bbf5ed4b5a1227.jpg,Simple cyst
312_JPG.rf.56f37be49eceaff1303be5bcd93fb4c9.jpg,Simple cyst
313_JPG.rf.e302b712619de329678f88c0566fcf8e.jpg,Chocolate cyst
314_JPG.rf.ccaef5c84a8791ee0236fc38591706b9.jpg,Chocolate cyst
315_JPG.rf.1267d2cf6aa2bac9e2d4024b954aff91.jpg,Chocolate cyst
326_JPG.rf.11b99c0971064b5b3f6777164a0401f5.jpg,Chocolate cyst
327_JPG.rf.1c8f24f81f98490c0b60e3212ba7bb1b.jpg,Chocolate cyst
328_JPG.rf.45eaf310639c127a300f7d82ac5041e8.jpg,Chocolate cyst
329_JPG.rf.3a3ce25b696508025f75d152a32cd959.jpg,Chocolate cyst
329_JPG.rf.3a3ce25b696508025f75d152a32cd959.jpg,Chocolate cyst
330_JPG.rf.b3afc2a4f79679ceda5c4533475aeeb1.jpg,Chocolate cyst
332_JPG.rf.787179ab1a32b6f05fa7ba84705dbbb8.jpg,Chocolate cyst
333_JPG.rf.69c456be8e3a85e4920fd06f6bbb714a.jpg,Chocolate cyst
334_JPG.rf.80e407b36e37ab248628ff057df5b153.jpg,Chocolate cyst
335_JPG.rf.61ae5f62cba6c8a0834e9135a48eee82.jpg,Teratoma
336_JPG.rf.09287b1ed72165314e8a60c49439f77c.jpg,Teratoma
337_JPG.rf.ae8f478d15d3604403527dbe5a12bbed.jpg,Teratoma
347_JPG.rf.8660d1292fc5fc1945361abc2b33c60d.jpg,Teratoma
348_JPG.rf.82fc005b3840dd5eb53783cc2ef7e130.jpg,Teratoma
349_JPG.rf.13bdbf9b80a0aff49bd698994bfb99a7.jpg,Teratoma
350_JPG.rf.88e58b9344fe50f863e75154d9a37668.jpg,Teratoma
351_JPG.rf.b7bda1748b59e4d5ae1e054f67df0ee0.jpg,Teratoma
373_JPG.rf.03bb133dafeeebffd3f76b7dad7e0819.jpg,Chocolate cyst
374_JPG.rf.bcf83768b3bb6c1a54ecbe2ac91459e3.jpg,Chocolate cyst
375_JPG.rf.4f5ec59d4880b32c8724fcbdebff034b.jpg,Chocolate cyst
376_JPG.rf.8eb0c2f741bd56669ac42faf2c32c40d.jpg,Chocolate cyst
377_JPG.rf.538fa95f91eda5d2b76e76484a33b8fb.jpg,Chocolate cyst
378_JPG.rf.0f3721cefadcdd96fb41027eaf9baafa.jpg,Chocolate cyst
379_JPG.rf.6a4cbf40d6487d79c730a7b150d703c1.jpg,Teratoma
380_JPG.rf.db9d420aec86080865e1cf1fb699cc34.jpg,Teratoma
381_JPG.rf.62c783c3cbd762635ca043235c71e0c6.jpg,Teratoma
382_JPG.rf.600f5789e8f2b321836b340be6ce4220.jpg,Teratoma
387_JPG.rf.ed2749026c468abfdf2b8ae8ad81b0ae.jpg,Chocolate cyst
388_JPG.rf.dd12b59c5161234c0e175522e25c9346.jpg,Chocolate cyst
389_JPG.rf.cd6ae94feed56bef0bb3483383faf60e.jpg,Chocolate cyst
390_JPG.rf.33371aba30c16ea66a553204cff440b6.jpg,Chocolate cyst
391_JPG.rf.fde937ce7b5c665307cd1cab8a1eef34.jpg,Chocolate cyst
391_JPG.rf.fde937ce7b5c665307cd1cab8a1eef34.jpg,Chocolate cyst
391_JPG.rf.fde937ce7b5c665307cd1cab8a1eef34.jpg,Chocolate cyst
392_JPG.rf.63c4363599fa3325a92119f27b31f7d8.jpg,Chocolate cyst
392_JPG.rf.63c4363599fa3325a92119f27b31f7d8.jpg,Chocolate cyst
393_JPG.rf.fcacbdbc7bc23f8a5a562a473cf03d5e.jpg,Chocolate cyst
394_JPG.rf.a3ba85a358afef1a55cc3145cdc1a024.jpg,Chocolate cyst
395_JPG.rf.042583623df554ad0ec988134fe77f0b.jpg,Chocolate cyst
396_JPG.rf.4766dbad2ce58c3907ff023432c378bb.jpg,Chocolate cyst
398_JPG.rf.42c39dafd7e9d1c8338ceee812e06225.jpg,Simple cyst
402_JPG.rf.334cc344def01ce20f589c4726b6426c.jpg,Teratoma
432_JPG.rf.5136839ca66ff4e402f435bd4f49a84a.jpg,Chocolate cyst
441_JPG.rf.33d7ab659277d17f58d85b4c51d3275f.jpg,Teratoma
443_JPG.rf.4f8a969fe83aa00c7ad0e7546ca34f7b.jpg,Teratoma
444_JPG.rf.1d49a66a987ec223a7dd95da49247cf7.jpg,Teratoma
445_JPG.rf.ab19909f9770dba7a3e8e0c8d4ded725.jpg,Chocolate cyst
446_JPG.rf.5960f6dbd427145fc8e1533a478ba0d1.jpg,Chocolate cyst
447_JPG.rf.772787612393f50d7ada242b893296e2.jpg,Chocolate cyst
448_JPG.rf.d81bf6a2f060c2ec725aa19e756ba42d.jpg,Chocolate cyst
449_JPG.rf.cef6421f0838a3f9c4647453f9bef73f.jpg,Chocolate cyst
451_JPG.rf.e6ce5a5e655b1163ec9fcd3c0277e685.jpg,Chocolate cyst
453_JPG.rf.a1aeeaa4ff20d0e8828ffe1134c3cec6.jpg,Chocolate cyst
461_JPG.rf.d6602f08d09a43230e8becbd5f97aa65.jpg,Teratoma
462_JPG.rf.f118b5c0d4256c0c30fd8a7560c74444.jpg,Teratoma
466_JPG.rf.a190d6bcb19ce3055db01734395a818e.jpg,Teratoma
469_JPG.rf.7fa5584635b3ca7d59e06e62751acebe.jpg,Teratoma
470_JPG.rf.abf85a3dabc6f3165a04036996bcf283.jpg,Simple cyst
471_JPG.rf.0e6516d95564a8dfdcf3a0144bda1d6e.jpg,Chocolate cyst
475_JPG.rf.3a2bdcd96c417a370c91f343734a255f.jpg,Teratoma
481_JPG.rf.c4fe2406a372f99b715df1564bb28414.jpg,Chocolate cyst
485_JPG.rf.abd0bf466c16bf71429b917d991fed41.jpg,Teratoma
486_JPG.rf.f9b5f10699c6400ded878b04b0cfa981.jpg,Teratoma
487_JPG.rf.e0d9d5ace135014994a190207806d0eb.jpg,Teratoma
488_JPG.rf.c58fead105f9b7264c840595b1256c46.jpg,Teratoma
489_JPG.rf.2580c7937f65cd0bdb0407fe5fbb6432.jpg,Teratoma
497_JPG.rf.36d91afae217121e44667a670e6980ba.jpg,Simple cyst
498_JPG.rf.df0caa1d3bb9a4868da0ab70da0670ce.jpg,Simple cyst
499_JPG.rf.43264a58bacc22ca948a77117ec9c76a.jpg,Simple cyst
500_JPG.rf.0f84cc8fc58c79129c547f5f162f5c3c.jpg,Simple cyst
501_JPG.rf.87475820a5f4b8c85d3a20e8ab915a2b.jpg,Simple cyst
504_JPG.rf.7afe6ff33c887cfa39745a732a8832af.jpg,Teratoma
505_JPG.rf.8edeb0d31986669c09535534047c8e60.jpg,Teratoma
506_JPG.rf.8e3e56bafb927574fa436acabccf21da.jpg,Teratoma
511_JPG.rf.fcdadd475316fe98ce8bbd677a5ec151.jpg,Teratoma
512_JPG.rf.e13c2437c657bfeb4b7be4333f45b193.jpg,Teratoma
513_JPG.rf.6408eddbb1ad34395a6540fa330dc06f.jpg,Teratoma
517_JPG.rf.c6c73ec0843e692304c8b23c508c58a8.jpg,Teratoma
518_JPG.rf.b0a1885ba193e1acd3e800b615875807.jpg,Teratoma
519_JPG.rf.6826056854c6a8a9ee2d0a374a8e7f1f.jpg,Teratoma
524_JPG.rf.d3dc46d7da1024a94f6a805212775be7.jpg,Teratoma
525_JPG.rf.49f194b5e2be9cacfdff37e67bc03ecf.jpg,Teratoma
526_JPG.rf.6de896acaf777347aa6756712c61d571.jpg,Teratoma
527_JPG.rf.c2e5dc022eee904005d3dda1053350ff.jpg,Teratoma
532_JPG.rf.a622c1b946a951d97be212ce79e98a82.jpg,Teratoma
533_JPG.rf.0d6401538bc10f41cbcbf08f5c14487b.jpg,Teratoma
534_JPG.rf.b97a3044244f6cd3876cd1fca9a44349.jpg,Teratoma
535_JPG.rf.f93a813d1de896bfb8c6afff94588e49.jpg,Teratoma
536_JPG.rf.9688b834ce94b8855e6d0f5f201a46bb.jpg,Teratoma
537_JPG.rf.3253b770acbc78175cc1016edf90f2fb.jpg,Teratoma
538_JPG.rf.a5263a1c9686b181f9a6428370b0431d.jpg,Chocolate cyst
539_JPG.rf.c9c57639243a0e9c8106bcee31e53b08.jpg,Chocolate cyst
540_JPG.rf.6c1c66ff099ab81953f58304fa497f4e.jpg,Chocolate cyst
541_JPG.rf.b7a940272c845048cce19a7aa6006b88.jpg,Chocolate cyst
553_JPG.rf.6db3d91b5b168b24528b68b82cd7c260.jpg,Teratoma
554_JPG.rf.10c6efc3815974d05aaf64dab85c1342.jpg,Teratoma
555_JPG.rf.c809df6f9f5a17d63cda327de267fb42.jpg,Teratoma
556_JPG.rf.26184119d5333711fca22ffaa4c62d5c.jpg,Teratoma
559_JPG.rf.a346addfbbf36e5cff43a1539000b166.jpg,Teratoma
560_JPG.rf.22665eded7ef4ed590513e5cb036d424.jpg,Teratoma
575_JPG.rf.41dba8d5d69804fadda8e48707a008a4.jpg,Chocolate cyst
576_JPG.rf.ae69870b19e3d2b7392edfebe50344b3.jpg,Chocolate cyst
577_JPG.rf.a6360104eac6dd8a7f05b3acfec9b154.jpg,Chocolate cyst
578_JPG.rf.cebe3d88eac7d117beb77a9604ff1139.jpg,Chocolate cyst
579_JPG.rf.0aab1118c7b199bf7e86eeb76f1ee567.jpg,Chocolate cyst
580_JPG.rf.ce8cd5ebb23a69e19a06f25132c79a2e.jpg,Chocolate cyst
581_JPG.rf.ac60cf6d8d4408f4bde683e73a73b305.jpg,Chocolate cyst
582_JPG.rf.ea2571d2e0e49b33ceccd5d2c38aec66.jpg,Chocolate cyst
583_JPG.rf.7e12c82e8655c9195a5ed37f88e06883.jpg,Teratoma
584_JPG.rf.f5f53e98a9cbf2f349d08b6d184843cb.jpg,Teratoma
585_JPG.rf.a23c5ef989e009cf73c023ff27f0dfec.jpg,Teratoma
586_JPG.rf.f3c94b5d8cfbcd6dd8abdeefcc750baa.jpg,Teratoma
589_JPG.rf.d0c1ed19037669e3afa570c041540c46.jpg,Simple cyst
590_JPG.rf.4258db4010df809c2971fe5d06c73cec.jpg,Simple cyst
597_JPG.rf.19b8fd4d1165c5736db9c4a7057e6043.jpg,Teratoma
598_JPG.rf.f3a487bbcb10cba777c7df3cecaab41c.jpg,Teratoma
599_JPG.rf.c1f648c396078677404a3191ed10c5e2.jpg,Simple cyst
600_JPG.rf.20e78ee2df98665178cb6e144b14c180.jpg,Simple cyst
601_JPG.rf.6d81eec0c3090ac7253d54b6a438376d.jpg,Simple cyst
634_JPG.rf.dcfa7b4a69c893548ea5d8ec17396ede.jpg,Teratoma
635_JPG.rf.562e82901bc06d41848da3bf0341f563.jpg,Teratoma
636_JPG.rf.a9778b0a321d7f4896a08a8409679ee8.jpg,Teratoma
637_JPG.rf.629e82e262179d0bf7b9f28d7b3c4064.jpg,Teratoma
638_JPG.rf.bbe426d36a980135e58caaf2fcc616bd.jpg,Teratoma
639_JPG.rf.ffe591b1b66fc0c9f5c642415ac697b2.jpg,Chocolate cyst
640_JPG.rf.3f1ea5ac558f3c63750fdae25e91b9fa.jpg,Chocolate cyst
641_JPG.rf.dedb67dc9041c25bcf8b324daeb9b318.jpg,Chocolate cyst
642_JPG.rf.dc2f467f0eef1d5ad80f8000f0ab1b18.jpg,Chocolate cyst
643_JPG.rf.5bc39ab1f99713f4d7a826aa184c6d6e.jpg,Chocolate cyst
644_JPG.rf.00b245204af62a76073a4f4676b55e0d.jpg,Chocolate cyst
645_JPG.rf.2b6badc18d2a75a9a84b045f8a8b2550.jpg,Chocolate cyst
646_JPG.rf.a190afe4d0365f531ba76b900873bd0c.jpg,Chocolate cyst
647_JPG.rf.12861e5a7c3ea870c9365d18ee323a5e.jpg,Chocolate cyst
653_JPG.rf.23670ed0f6c08b39c70b7ada8b5bf909.jpg,Teratoma
654_JPG.rf.3e25e1b8bf134b5e7c15f13ed00f00b9.jpg,Teratoma
655_JPG.rf.cc2729193373241380bc2f88e67570d9.jpg,Teratoma
656_JPG.rf.6ce17ae5d1e62bb28b791111e8a053c2.jpg,Teratoma
669_JPG.rf.fde99fc8827a0f8698659db8b6888b92.jpg,Simple cyst
670_JPG.rf.ada173e1c624e38d00f3a4d8970ebb69.jpg,Simple cyst
673_JPG.rf.0dd9cf0ecbbded427a708b4cb190a2b1.jpg,Chocolate cyst
674_JPG.rf.e869ae8a581102e55a2ea965f8f0a844.jpg,Chocolate cyst
675_JPG.rf.fee9659a74e71a95b983c02d05057732.jpg,Chocolate cyst
676_JPG.rf.8a344f322fac7c36a9ebc45d92ddf3d9.jpg,Chocolate cyst
677_JPG.rf.e99ed4069d8b7722058fa592b17373b5.jpg,Chocolate cyst
678_JPG.rf.ac7b10cdf01f89a06a5512b6d2a891c9.jpg,Chocolate cyst
679_JPG.rf.0844ebe93513727de2d5122c8c351282.jpg,Chocolate cyst
680_JPG.rf.959093a8659e91b4db84f71504cbfd07.jpg,Chocolate cyst
681_JPG.rf.3ce0028fa25a42f5eafa5bf2e146fee8.jpg,Simple cyst
682_JPG.rf.1272ab0875606a8860d09c01abc55c56.jpg,Simple cyst
683_JPG.rf.a8be5aa4c296545713ab6675cb75afc2.jpg,Simple cyst
684_JPG.rf.89a7a97669a41b604528f386bf19f811.jpg,Simple cyst
706_JPG.rf.dbe2b04e06db14fd74d36fa8d301dc52.jpg,Teratoma
707_JPG.rf.9af6aa62343fd0103151b3ae167ee586.jpg,Teratoma
708_JPG.rf.e5a8c4ce0e9192fc47b2ea73f2166024.jpg,Teratoma
709_JPG.rf.16765033469829ba05725f24b0d266c1.jpg,Teratoma
710_JPG.rf.bff01259ef23e71754af1e312c5720eb.jpg,Teratoma
711_JPG.rf.02189410554e91d33df6318ec29c5ea5.jpg,Teratoma
712_JPG.rf.97feb2be2d4e18360684ba6333fe0383.jpg,Teratoma
713_JPG.rf.afed43ea8f3959f9d3c102fa699da69d.jpg,Teratoma
714_JPG.rf.580b93c76d86ecb6a61e8985beead17b.jpg,Teratoma
715_JPG.rf.1579f3b1424114923bb6baff503b3012.jpg,Chocolate cyst
716_JPG.rf.c474a37ff6f28575d38ad77069d72e86.jpg,Teratoma
717_JPG.rf.9887a12ba35e1d3efe992b395a265a4f.jpg,Chocolate cyst
718_JPG.rf.dc8728ad4ad8de0d6a225ae4edc8d557.jpg,Chocolate cyst
719_JPG.rf.639e5d76c76e0d36f859a83e5dc78e66.jpg,Chocolate cyst
720_JPG.rf.c5d07bb5f626af311a4c2f098593a65a.jpg,Chocolate cyst
721_JPG.rf.3401183558c14002f212297c6f16a36f.jpg,Chocolate cyst
722_JPG.rf.791538d24db5de2f2658b88075c114d3.jpg,Chocolate cyst
723_JPG.rf.33b0459e7718b4f39487321cfdf7d212.jpg,Chocolate cyst
724_JPG.rf.a91e9cd711295a10f28d22e92ede22a1.jpg,Chocolate cyst
725_JPG.rf.4b2beaa7d5d5d471c697e0e129b00fe9.jpg,Teratoma
726_JPG.rf.f6eb67c96391078d0718acc589cb893e.jpg,Teratoma
727_JPG.rf.26dcf93f0dfc1ff2cc582592cd71d8d1.jpg,Teratoma
731_JPG.rf.e0e7e09c4691e36099ac0c473df17775.jpg,Chocolate cyst
731_JPG.rf.e0e7e09c4691e36099ac0c473df17775.jpg,Chocolate cyst
